_id,access_type,name,language,description,categoryId,subcategoryId,authorId,image,pdf,download,is_active,createdAt,updatedAt,__v,publisherId,price,preview_pdf,discount_amount,discount_percentage,author_royalty,publisher_royalty,type,pages,published_date,featured,chapters[0].title,chapters[1].title,chapters[0].order,chapters[1].order,chapters[0].file,chapters[1].file,chapters[0].type,chapters[1].type,chapters[0].pages,chapters[1].pages,chapters[0].is_preview,chapters[1].is_preview,chapters[0]._id,chapters[1]._id,status,narrator_royalty,narratorId,preview_audio,narratorID,audio
689e0ed76189804f4df10ef9,free,গণিত অলিম্পিয়াড,Bangla,"<p>যেথায় ‘ইতি’ সেথায় ‘নেতি’। আর আশা-নিরাশা, হাসি-কান্না, জীবন-মরণ, আসল-নকল, চড়াই-উতরাই, সকাল-বিকাল, সাদা-কালো, মন্দ-ভালো এসব তো নিত্যসঙ্গী। কে কাকে ফেলে যায়? এমন ভাব, অনুভব, অনুভূতি, অবস্থা, অবস্থান প্রকাশে শব্দ নির্ধারণ বা চয়ন তো প্রতিদিনের সঙ্গী, প্রতি মুহূর্তের কাজ, প্রতিক্ষণের চাওয়া। যথেচ্ছচারিতা নয়, এই বিপরীত ভাব প্রকাশি শব্দচয়নে আছে কিছু নিয়মরীতি। নিয়মকানুন মেনেই বিপরীতার্থক শব্দ তৈরি বা সৃষ্টি হয়। ভাষা বিজ্ঞানের নানা অগ্রগতির ধারায় বিপরীতার্থক শব্দ চর্চার গুরুত্ব অপরিসীম। এমন গুরুত্বপূর্ণ বিষয়ের দিক নির্দেশনাই বর্তমান গ্রন্থ। সেই সঙ্গে আছে শব্দার্থ। যা শব্দার্থ অনুধাবন করে বিপরীতার্থক শব্দ নির্ণয়ের পথকে সুগম করবে।</p>",694500b23c8ac126ee690810,694501d33c8ac126ee690892,6905f5de3d9db8df2e27e989,1766078820633-rerererererd.webp,1766491495449-hercules_rohoshyo_final__t_ebook.pdf,0,0,2025-08-14T16:29:11.327Z,2026-03-03T18:18:23.942Z,1,68ea01e0729e14c22e0e5bab,200,1765194381596-02__prep__t_c-preview.pdf,0,0,60,0,ebook,300,2025-10-10T00:00:00.000Z,1,গণিত অলিম্পিয়াড,,1,,1766491495449-hercules_rohoshyo_final__t_ebook.pdf,,ebook,,300,,false,,69a725ef0d4c24f99fc7308f,,pending,,,,,
689e120d75f40d3bf36ebcef,paid,তন্দ্রাবতী,Bangla,<p>মানুষ ছাড়া অন্য কোনো প্রাণী কি কল্পনা করতে পারে? মনে হয় পারে না। কেউ কোনো দিন কল্পনাপ্রবণ ভেড়ার কথা শোনেনি। কল্পনার সাথে সম্ভবত স্বপ্নের কোনো একটা যোগসূত্র আছে। প্রতিটা কল্পনাপ্রবণ মানুষ অবশ্যই স্বপ্ন দেখবে। আর মানুষ মাত্রই কল্পনাপ্রবণ। কোনো এক অদ্ভুত কারণে মানুষ তার কল্পনাকে সবচেয়ে বেশি কাজে লাগায় ভয় পাওয়ার ক্ষেত্রে। তবে এর ব্যতিক্রমও আছে। যেমন ভালোবাসা। ভালোবাসার জন্যও তীব্র কল্পনাশক্তি প্রয়োজন।“তন্দ্রাবতী” একটি পাঁচ খণ্ডের সিরিজ। এই সিরিজের প্রথম বই “তন্দ্রাবতী”তে উল্লিখিত মূল পাঁচটি চরিত্রের প্রতিটি চরিত্রের জন্য আলাদা আলাদা বই নিয়ে এই সিরিজটি চলমান থাকবে। আশা করছি পাঠক সিরিজটি পড়ে আনন্দিত হবেন।</p>,689f857349f178414b0913fc,690b701cbed601c896138cb0,691f3b761180471ba4d13680,1763657352850-untitled-1.webp,1763584492097-tandra_doc.epub,0,1,2025-08-14T16:42:53.539Z,2026-03-03T18:18:23.958Z,1,691963f241f607bd01582b23,50,1763584492097-sort-preview.epub,0,0,25,30,ebook,78,2022-02-01T00:00:00.000Z,1,তন্দ্রাবতী,,1,,1763584492097-tandra_doc.epub,,ebook,,78,,false,,69a725ef0d4c24f99fc73091,,pending,,,,,
68c5636a9f07aa0599b31fc4,free,বউ,Bangla,<p><strong>সূচিপত্র</strong></p><p>*দোকনির বউ</p><p>*কেরানির বউ</p><p>*সাহিত্যিকের বউ</p><p>*বিপত্মীকের বউ</p><p>*তেজি বউ</p><p>*কুষ্ঠ-রোগীর বউ</p><p>*রাজার বউ</p><p>*পূজারির বউ</p><p>*উদারচরিতানামের বউ</p><p>*প্রৌঢ়ের বউ</p><p>*সর্ববিদ্যাবিশারদের বউ</p><p>*জুয়াড়ির বউ</p><p>*জীবনপঞ্জি</p><p>*গ্রন্থপঞ্জি</p>,689e0d6887c7791a05465be4,689e0e496189804f4df10edb,690644e23d9db8df2e27f450,1762018901122-bou_cover.webp,1762012043330-4_7_page_.pdf,0,1,2025-09-13T12:28:26.386Z,2026-03-28T06:38:32.142Z,1,68ea01e0729e14c22e0e5bab,0,1762012043285-4_7_page_-preview.pdf,0,0,0,0,ebook,100,1985-01-01T00:00:00.000Z,1,বউ,,1,,1762012043330-4_7_page_.pdf,,ebook,,100,,false,,69a725ef0d4c24f99fc73093,,approved,,,,,
68e146d2d4caf9dca400286a,free,কল্পনা থেকে বাস্তব বিজ্ঞান,Bangla,"<p class=""ql-align-justify"">রোবট—একসময়</p><p class=""ql-align-justify"">যা ছিল কেবল কল্পবিজ্ঞানের গল্প ও সিনেমার বিষয়, আজ</p><p class=""ql-align-justify"">তা আমাদের দৈনন্দিন জীবনের বাস্তব অংশ।</p><p class=""ql-align-justify"">“বিজ্ঞানের</p><p class=""ql-align-justify"">আশ্চর্য চমক: রোবট ও রোবটিক্স” বইটি</p><ol><li data-list=""bullet"" class=""ql-align-justify""><span class=""ql-ui"" contenteditable=""false""></span>পাঠককে সেই কল্পনা থেকে বাস্তবতার যাত্রাপথে নিয়ে যায় সহজ, সাবলীল ও বিজ্ঞানসম্মত ভাষায়।এই বইয়ে ধাপে ধাপে আলোচনা করা হয়েছে—রোবট কী এবং কীভাবে কাজ করেসেন্সর, কন্ট্রোল</li><li data-list=""bullet"" class=""ql-align-justify""><span class=""ql-ui"" contenteditable=""false""></span>ইউনিট ও প্রোগ্রামের ভূমিকারোবটের বিভিন্ন প্রকারভেদ ও ব্যবহারশিল্প, চিকিৎসা, কৃষি, মহাকাশ</li></ol><p class=""ql-align-justify"">ও দৈনন্দিন জীবনে রোবটের বাস্তব প্রয়োগকৃত্রিম বুদ্ধিমত্তা (AI) ও বুদ্ধিমান রোবটরোবট ও নৈতিকতা, আইজ্যাক আসিমভের তিনটি সূত্রভবিষ্যৎ পৃথিবীতে মানুষ ও রোবটের সহাবস্থানএই New Edition – Revised &amp; Expanded সংস্করণে যুক্ত হয়েছে আরও বিস্তৃত ব্যাখ্যা, বাস্তব উদাহরণ, পরিষ্কার</p><ol><li data-list=""bullet"" class=""ql-align-justify""><span class=""ql-ui"" contenteditable=""false""></span>অধ্যায় বিন্যাস এবং ভবিষ্যৎমুখী বিশ্লেষণ।এই বইটি বিশেষভাবে উপযোগী—স্কুল, কলেজ</li><li data-list=""bullet"" class=""ql-align-justify""><span class=""ql-ui"" contenteditable=""false""></span>ও বিশ্ববিদ্যালয়ের শিক্ষার্থীদের জন্যবিজ্ঞান ও প্রযুক্তিতে আগ্রহী সাধারণ</li><li data-list=""bullet"" class=""ql-align-justify""><span class=""ql-ui"" contenteditable=""false""></span>পাঠকদের জন্যরোবটিক্স ও AI সম্পর্কে</li></ol><p class=""ql-align-justify"">প্রাথমিক কিন্তু গভীর ধারণা পেতে আগ্রহীদের জন্যএটি শুধু একটি বিজ্ঞানবই নয়—</p><p class=""ql-align-justify"">এটি ভবিষ্যৎকে বোঝার একটি জানালা।</p>",694500b23c8ac126ee690810,689e0e236189804f4df10ebf,691760b141f607bd0157ffdb,1766131755783-bigan.webp,1766090767621-______________________________________________________________________________________________________.epub,0,1,2025-10-04T16:09:54.308Z,2026-03-03T18:18:23.972Z,1,68ea01e0729e14c22e0e5bab,0,1759998615747-prachin_prithibi-preview.pdf,0,0,0,0,ebook,85,2022-02-11T00:00:00.000Z,1,কল্পনা থেকে বাস্তব বিজ্ঞান,,1,,1766090767621-______________________________________________________________________________________________________.epub,,ebook,,85,,false,,69a725ef0d4c24f99fc73095,,pending,,,,,
68e91b3c729e14c22e0e4ed7,free,চোখের বালি,Bangla,"<p>আমার সাহিত্যের পথযাত্রা পূর্বাপর অনুসরণ করে দেখলে ধরা পড়বে যে, ‘চোখের বালি’ উপন্যাসটা আকস্মিক, কেবল আমার মধ্যে নয়, সেদিনকার বাংলা সাহিত্যক্ষেত্রে। বাইরে থেকে কোন ইশারা এসেছিল আমার মনে, সে প্রশ্নটা দুরূহ। সব চেয়ে সহজ জবাব হচ্ছে, ধারাবাহিক লম্বা গল্পের উপর মাসিক পত্রের চিরকেলে দাবি নিয়ে। বঙ্গদর্শনের নবপর্যায় বের করলেন শ্রীশচন্দ্র। আমার নাম যোজনা করা হল, তাতে আমার প্রসন্ন মনের সমর্থন ছিল না। কোনো পূর্বতন খ্যাতির উত্তরাধিকার গ্রহণ করা সংকটের অবস্থা, আমার মনে এ সম্বন্ধে যথেষ্ট সংকোচ ছিল। কিন্তু, আমার মনে উপরোধ-অনুরোধের দ্বন্দ্ব যেখানেই ঘটেছে সেখানে প্রায়ই আমি জয়লাভ করতে পারি নি, এবারেও তাই হল।&nbsp;</p><p><br></p><p>আমরা একদা বঙ্গদর্শনে বিষবৃক্ষ উপন্যাসের রস সম্ভোগ করেছি। তখনকার দিনে সে রস ছিল নতুন। পরে সেই বঙ্গদর্শনকে নবপর্যায়ে টেনে আনা যেতে পারে, কিন্তু সেই প্রথম পালার পুনরাবৃত্তি হতে পারে না। সে দিনের আসর ভেঙে গেছে, নতুন সম্পাদককে রাস্তার মোড় ফেরাতেই হবে। সহসম্পাদক শৈলেশের বিশ্বাস ছিল, আমি এই মাসিকের বর্ষব্যাপী ভোজে গল্পের পুরো পরিমাণ জোগান দিতে পারি। অতএব কোমর বাঁধতে হবে আমাকে। এ যেন মাসিকের দেওয়ানি আইন অনুসারে সম্পাদকের কাছ থেকে উপযুক্ত খোরপোশের দাবি করা। বস্তুত, ফরমাশ এসেছিল বাইরে থেকে। এর পূর্বে মহাকায় গল্প-সৃষ্টিতে হাত দিই নি। ছোটো গল্পের উল্কাবৃষ্টি করেছি। ঠিক করতে হল, এবারকার গল্প বানাতে হবে এ যুগের কারখানাঘরে। শয়তানের হাতে বিষবৃক্ষের চাষ তখনো হত, এখনো হয়; তবে কিনা তার ক্ষেত্র আলাদা, অন্তত গল্পের এলাকার মধ্যে। এখনকার ছবি খুব স্পষ্ট, সাজসজ্জায় অলংকারে তাকে আচ্ছন্ন করলে তাকে ঝাপসা করে দেওয়া হয়, তার আধুনিক স্বভাব হয় নষ্ট। তাই গল্পের আবদার যখন এড়াতে পারলুম না তখন নামতে হল মনের সংসারের সেই কারখানাঘরে যেখানে আগুনের জ্বলুনি হাতুড়ির পিটুনি থেকে দৃঢ় ধাতুর মূর্তি জেগে উঠতে থাকে। মানব-বিধাতার এই নির্মম সৃষ্টিপ্রক্রিয়ার বিবরণ তার পূর্বে গল্প অবলম্বন করে বাংলাভাষায় আর প্রকাশ পায় নি। তার পরে ঐ পর্দার&nbsp;বাইরেকার সদর রাস্তাতেই ক্রমে ক্রমে দেখা দিয়েছে গোরা, ঘরে-বাইরে, চতুরঙ্গ। শুধু তাই নয়, ছোটো গল্পের পরিকল্পনায় আমার লেখনী সংসারের রূঢ় পর্শ এড়িয়ে যায় নি। নষ্টনীড় বা শান্তি, এরা নির্মম সাহিত্যের পর্যায়েই পড়বে। তার পরে পলাতকার কবিতাগুলির মধ্যেও সংসারের সঙ্গে সেই মোকাবিলার আলাপ চলেছে। বঙ্গদর্শনের নবপর্যায় এক দিকে তখন আমার মনকে রাষ্ট্রনৈতিক সমাজনৈতিক চিন্তার আবর্তে টেনে এনেছিল, আর-এক দিকে এনেছিল গল্পে, এমন-কি কাব্যেও, মানবচরিত্রের কঠিন সংস্পর্শে। অল্পে অল্পে এর শুরু হয়েছিল সাধনার যুগেই, তার পরে সবুজপত্র পসরা জমিয়েছিল। চোখের বালির গল্পকে ভিতর থেকে ধাক্কা দিয়ে দারুণ করে তুলেছে মায়ের ঈর্ষা। এই ঈর্ষা মহেন্দ্রের সেই রিপুকে কুৎসিত অবকাশ দিয়েছে যা সহজ অবস্থায় এমন করে দাঁত-নখ বের করত না। যেন। পশুশালার দরজা খুলে দেওঘা হল, বেরিয়ে পড়ল হিংস্র ঘটনাগুলো অসংযত হয়ে। সাহিত্যের নবপর্যায়ের পদ্ধতি হচ্ছে ঘটনাপরম্পরার বিবরণ দেওয়া নয়, বিশ্লেষণ করে তাদের আঁতের কথা বের করে দেখানো। সেই পদ্ধতিই দেখা দিল চোখের বালিতে।</p><p>রবীন্দ্র-রচনাবলীবৈশাখ ১৩৭৭</p>",689e0d5a87c7791a05465bd1,689e0e396189804f4df10ecd,6633711b64f5c4672eb8e3f7,1762456259232-rab_.webp,1766739230459-1762458627617-______________________________________.epub,1,0,2025-10-10T14:42:04.394Z,2026-03-03T18:18:23.979Z,1,68ea01e0729e14c22e0e5bab,0,1762458627614-______________________________________-preview.epub,0,0,0,0,ebook,100,2020-12-10T00:00:00.000Z,0,চোখের বালি,,1,,1766739230459-1762458627617-______________________________________.epub,,ebook,,100,,false,,69a725ef0d4c24f99fc73097,,pending,,,,,
690656e43d9db8df2e27f786,free,নৗেকাডুবি,Bangla,"<p>নির্ধারিত দিনে বিয়ে সম্পন্ন হলো। বরযাত্রী নৌকা দিয়ে ফিরছে। এমন সময় হঠাৎ শুরু হলো প্রচণ্ড ঝড়। ঝড়ে ডুবে গেল নৌকা। রমেশ ও তার স্ত্রী সুশীলা ছাড়া কেউ বেঁচে নেই। সময়ের সাথে সাথে রমেশ সুশীলার মধ্যে অনেক অসামঞ্জস্যতা দেখতে পেল। সুশীলার ভাষ্যমতে, তার স্বামী চিকিৎসক। কিন্তু রমেশ একজন উকিল। তাছাড়া সে জানায় তার নাম কমলা। রমেশ কৌশলে জানতে পারে সে মামার কাছে মানুষ হয়েছে, তার বাবা-মা মৃত এবং স্বামীর নাম নলিনাক্ষ। রমেশ বুঝে যায় কমলা তার স্ত্রী নয়। বেশ কিছুদিন পর হেমের সঙ্গে রমেশের আবার যোগাযোগ হয়। কিন্তু রমেশ হেমকে কিছু জানাতে পারে না। একসময় রমেশ হেমকে বিয়ের প্রস্তাব দেয়।</p>",689f857349f178414b0913fc,689e0e496189804f4df10edb,6633711b64f5c4672eb8e3f7,1762354168160-nnnnn.webp,1762023140432-noka_dubi.pdf,0,1,2025-11-01T18:52:20.457Z,2026-03-03T18:18:23.985Z,1,68ea01e0729e14c22e0e5bab,0,1762023140428-s_noka_dubi-preview.pdf,0,0,0,0,ebook,100,2022-02-01T00:00:00.000Z,0,নৗেকাডুবি,,1,,1762023140432-noka_dubi.pdf,,ebook,,100,,false,,69a725ef0d4c24f99fc73099,,pending,,,,,
690a24603d9db8df2e281bc9,free,ছেলেবেলা,Bangla,"<p>গোঁসাইজির কাছ থেকে অনুরোধ এল ছেলেদের জন্যে কিছু লিখি। ভাবলুম, ছেলেমানুষ রবীন্দ্রনাথের কথা লেখা যাক। চেষ্টা করলুম সেই অতীতের প্রেতলোকে প্রবেশ করতে। এখনকার সঙ্গে তার অন্তরবাহিরের মাপ মেলে না। তখনকার প্রদীপে যত ছিল আলো তার চেয়ে ধোঁওয়া ছিল বেশি। বুদ্ধির এলাকায় তখন বৈজ্ঞানিক সার্ভে আরম্ভ হয় নি, সম্ভব-অসম্ভবের সীমাসরহদ্দের চিহ্ন ছিল পরস্পর জড়ানো। সেই সময়টুকুর বিবরণ যে ভাষায় গেঁথেছি সে স্বভাবতই হয়েছে সহজ, যথাসম্ভব ছেলেদেরই ভাবনার উপযুক্ত। বয়সের সঙ্গে সঙ্গে ছেলেমানুষি কল্পনাজাল মন থেকে কুয়াশার মতো যখন কেটে যেতে লাগল তখনকার কালের বর্ণনার ভাষা বদল করি নি, কিন্তু ভাবটা আপনিই শৈশবকে ছাড়িয়ে গেছে। এই বিবরণটিকে ছেলেবেলাকার সীমা অতিক্রম করতে দেওয়া হয় নি—কিন্তু শেষকালে এই স্মৃতি কিশোর-বয়সের মুখোমুখি এসে পৌঁছিয়েছে। সেইখানে একবার স্থির হয়ে দাঁড়ালে বোঝা যাবে কেমন করে বালকের মনঃপ্রকৃতি বিচিত্র পারিপার্শ্বিকের আকস্মিক এবং অপরিহার্য সমবায়ে ক্রমশ পরিণত হয়ে উঠেছে। সমস্ত বিবরণটাকেই ছেলেবেলা আখ্যা দেওয়ার বিশেষ সার্থকতা এই যে, ছেলেমানুষের বৃদ্ধি তার প্রাণশক্তির বৃদ্ধি। জীবনের আদিপর্বে প্রধানত সেইটেরই গতি অনুসরণযোগ্য। যে পোষণপদার্থ তার প্রাণের সঙ্গে আপনি মেলে বালক তাই চারি দিক থেকে সহজে আত্মসাৎ করে চলে এসেছে। প্রচলিত শিক্ষাপ্রণালী-দ্বারা তাকে মানুষ করবার চেষ্টাকে সে মেনে নিয়েছে অতি সামান্য পরিমাণেই।</p><p>এই বইটির বিষয়বস্তুর কিছু কিছু অংশ পাওয়া যাবে জীবনস্মৃতিতে, কিন্তু তার স্বাদ আলাদা—সরোবরের সঙ্গে ঝরনার তফাতের মতো। সে হল কাহিনী, এ হল কাকলি; সেটা দেখা দিচ্ছে ঝুড়িতে, এটা দেখা দিচ্ছে গাছে। ফলের সঙ্গে চার দিকের ডালপালাকে মিলিয়ে দিয়ে প্রকাশ পেয়েছে। কিছুকাল হল একটা কবিতার বইয়ে এর কিছু কিছু চেহারা দেখা দিয়েছিল, সেটা পদ্যের ফিল্মে। বইটার নাম `ছড়ার ছবি’। তাতে বকুনি ছিল কিছু নাবালকের, কিছু সাবালকের। তাতে খুশির প্রকাশ ছিল অনেকটাই ছেলেমানুষি খেয়ালের। এ বইটাতে বালভাষিত গদ্যে।</p><p><br></p><p>রবীন্দ্রনাথ ঠাকুর</p>",689f8b460546aed69f47fe26,689e0e496189804f4df10edb,6633711b64f5c4672eb8e3f7,1762272351902-celebela.webp,1762457663168-celebela__.epub,1,0,2025-11-04T16:05:52.603Z,2026-03-03T18:18:23.993Z,1,68ea01e0729e14c22e0e5bab,0,1762457663164-celebela__-preview.epub,0,0,0,0,ebook,10,2025-11-16T00:00:00.000Z,0,ছেলেবেলা,,1,,1762457663168-celebela__.epub,,ebook,,10,,false,,69a725ef0d4c24f99fc7309b,,pending,,,,,
690b70a0bed601c896138cc4,free,নীলগঞ্জের ফালমন সাহেব,Bangla,"<p>প্রথম প্রকাশ কালে এই গ্রন্থের নাম ছিল ‘আচার্য কৃপালনী কলোনি’। নানা কারণে গ্রন্থকার এই নামটি পরিবর্তনের ইচ্ছা জানিয়েছিলেন। বর্তমান নূতন সংস্করণে গ্রন্থকারের ইচ্ছা অনুযায়ী গ্রন্থটির নাম পরিবর্তিত হয়ে হল ‘নীলগঞ্জের ফালমন সাহেব’। এই নামের একটি ইতিবৃত্ত আছে—যা গ্রন্থকার তঁর ‘হে অরণ্য কথা কও’—এর এক স্থানে লিপিবদ্ধ করেছেন। নীলকরদের ইতিবৃত্ত নিয়ে গ্রন্থকার পরে তাঁর উপন্যাস ‘ইছামতী’তে যে চিত্র দিয়েছেন, তা এর পূর্ণতর বিবরণ।</p><p><strong>রমা বঙ্গ্যোপাধ্যায়</strong></p>",689e0d6887c7791a05465be4,690b701cbed601c896138cb0,690b6f06bed601c896138c87,1762357408001-f_saheb.webp,1762402940693-nilsar__1_.epub,0,1,2025-11-05T15:43:28.522Z,2026-03-03T18:18:24.004Z,1,68ea01e0729e14c22e0e5bab,0,1762402940690-nilsar__1_-preview.epub,0,0,0,0,ebook,100,2010-10-01T00:00:00.000Z,1,নীলগঞ্জের ফালমন সাহেব,,1,,1762402940693-nilsar__1_.epub,,ebook,,100,,false,,69a725f00d4c24f99fc7309d,,pending,,,,,
690cfdf7bed601c89613a13c,free,চতুরঙ্গ,Bangla,"<p>চতুরঙ্গ রবীন্দ্রনাথ ঠাকুরের একটি গভীর সামাজিক ও মনস্তাত্ত্বিক উপন্যাস। এটি সাধুভাষায় রচিত রবীন্দ্রনাথের শেষ উপন্যাস এবং তাঁর শ্রেষ্ঠ সাহিত্যকর্মগুলোর অন্যতম বলে বিবেচিত। উপন্যাসটি প্রথম প্রকাশিত হয় ১৯১৬ সালে।চতুরঙ্গ মূলত চারটি চরিত্রের জীবন, ভাবনা এবং আদর্শিক সংঘাতকে কেন্দ্র করে নির্মিত। এ চারটি অঙ্গ বা অংশ হলো—</p><p>জ্যাঠামশাই, শচীশ, দামিনী এবং শ্রীবিলাস।</p><p>এই চারজন চরিত্রের সম্পর্ক, আদর্শ, প্রেম, বিশ্বাস এবং সংশয়ের মধ্য দিয়ে উপন্যাসে উন্মোচিত হয় মানুষের অন্তর্গত নৈতিক দ্বন্দ্ব এবং সমাজের রীতি-নীতি ভাঙার সংগ্রাম।উপন্যাসের বর্ণনাকারী শ্রীবিলাস, যার চোখে আমরা দেখি তার বন্ধু, দার্শনিক ও পথপ্রদর্শক শচীশ—এক আদর্শবাদী তরুণের চিন্তা ও পরিবর্তন। একই সঙ্গে বিধবা দামিনী চরিত্রটি নারীস্বাধীনতা, আকাঙ্ক্ষা এবং আত্মমর্যাদার প্রতীক হিসেবে আলোচিত। আর জ্যাঠামশাই উপস্থাপন করেন কঠোর নীতি, দর্শন এবং ধর্মীয় মূল্যবোধের শক্ত অবস্থান।২০০৮ সালে এই উপন্যাস অবলম্বনে সুমন মুখোপাধ্যায় চতুরঙ্গ নামক চলচ্চিত্র নির্মাণ করেন।</p>",689f857349f178414b0913fc,690b701cbed601c896138cb0,6633711b64f5c4672eb8e3f7,1762459602249-coto.webp,1771096848102-000000.epub,0,1,2025-11-06T19:58:47.452Z,2026-03-03T18:18:24.013Z,1,68ea01e0729e14c22e0e5bab,0,1762459274510-ctroooooooook-preview.epub,0,0,0,0,ebook,100,2025-02-01T00:00:00.000Z,0,চতুরঙ্গ,,1,,1771096848102-000000.epub,,ebook,,100,,false,,69a725f00d4c24f99fc7309f,,pending,,,,,
690db7e1bed601c89613a927,free,যোগাযোগ,Bangla,"<p>চট্টোপাধ্যায় পরিবার (বিপ্রদাস) এক সময় অভিজাত ছিল। এখন পতনের দিকে। অন্যদিকে ঘোষাল পরিবার (মধুসূদন) নব্য ধনী ও উদ্ধত। এই দুই পরিবারে মধ্যে বিবাদ চলে আসেছে। কুমুদিনী বিপ্রদাসের বোন এবং মধুসূদনের স্ত্রী। ফলে তাকে উভয় দিক সামলাতে হয়। কুমুদিনী অভিজাত ঐতিহ্যে লালিত পালিত হয়েছে এবং পরিবারের নারীদের সাথে ধর্মীয় রীতিনীতি পালন করেছে। তার মনে স্বামী সম্পর্কে ধারণা হল স্বামী হবে দেবতুল্য, যাকে সে পূজা করবে। কিন্তু মধুসূদনের প্রতিপত্তি ও ক্ষমতা প্রদর্শনে সে একটু নড়েচড়ে যায়। সে বাল্যকাল থেকে কীভাবে একজন পতিভক্ত স্ত্রী হবে সে শিক্ষা গ্রহণ করেছে, কিন্তু বিয়ের পর তার মধ্যে মনস্তাত্ত্বিক দ্বন্দ্ব শুরু হয়।রবীন্দ্রনাথ ঠাকুরের উপন্যাস যোগাযোগ (প্রথম প্রকাশ ১৯২৯) মূলত বাংলার ঐতিহ্যবাহী অভিজাত সমাজ ও নতুন অর্থলোভী পুঁজিবাদী সমাজের দ্বন্দ্বকে তুলে ধরে।কাহিনির কেন্দ্রীয় চরিত্র কুমুদিনী, শান্ত-শিষ্ট, ভদ্র, সংস্কৃতিমনস্ক একটি মেয়ে। সে বিয়ে করে ধনী ঘরাণার অহংকারী, দম্ভী, ভোগবাদী মানুষ মধুসূদন ঘোষাল-কে। মধুসূদন কুমুদিনীকে তার নিজের মত করে চলতে বাধ্য করতে চায়। কিন্তু কুমুদিনীর হৃদয় টানে তার নিজের পরিবারে, বিশেষত ভাই বিপ্রদাস চট্টোপাধ্যায়-এর প্রতি, যিনি সংস্কৃতি, আভিজাত্য আর পুরোনো মূল্যবোধের প্রতীক।উপন্যাসে দেখা যায় কুমুদিনীর অন্তর্দ্বন্দ্ব—একদিকে স্বামী-নিয়ন্ত্রিত দাম্পত্যজীবন, অন্যদিকে নিজের আদর্শ আর ভ্রাতৃস্নেহ।শেষ পর্যন্ত কুমুদিনীর জীবন এক ট্র্যাজেডিতে রূপ নেয়—সে না স্বামীর আধিপত্য থেকে মুক্ত হতে পারে, না তার নিজের মন-মানসিকতার জীবন যাপন করতে পারে।</p>",689f857349f178414b0913fc,690b701cbed601c896138cb0,6633711b64f5c4672eb8e3f7,1762506720361-jogajog.webp,1762506721008-jogajog_.epub,0,1,2025-11-07T09:12:01.019Z,2026-03-03T18:18:24.021Z,1,68ea01e0729e14c22e0e5bab,0,1762506721007-jogajog_-preview.epub,0,0,0,0,ebook,360,2026-01-01T00:00:00.000Z,0,যোগাযোগ,,1,,1762506721008-jogajog_.epub,,ebook,,360,,false,,69a725f00d4c24f99fc730a1,,pending,,,,,
